transaction_amount,merchant_category,payment_method,ip_country,customer_country,velocity_1h,failed_logins,geo_distance,is_new_device,device_risk_score,is_fraud
402844,healthcare,debit_card,Russia,UAE,7,2,5034,0,0.896,1
487128,crypto,credit_card,Russia,Singapore,38,5,4387,0,0.392,1
443416,luxury,credit_card,Singapore,Nigeria,12,7,12151,0,0.481,1
372113,grocery,upi,UK,India,41,5,8158,0,0.445,1
401495,luxury,debit_card,UK,Germany,34,9,14114,1,0.531,1
311025,luxury,credit_card,Nigeria,Germany,25,2,14025,1,0.598,1
186439,luxury,upi,UK,Singapore,17,4,7676,1,0.71,1
475695,crypto,upi,UAE,India,33,8,9845,1,0.525,1
417268,gaming,upi,India,USA,23,7,1868,0,0.685,1
316042,luxury,upi,UK,Germany,9,5,6966,0,0.338,1
98796,healthcare,upi,USA,Nigeria,6,8,7197,1,0.937,1
51039,travel,wallet,Nigeria,Russia,2,1,14730,1,0.065,0
291760,travel,debit_card,Singapore,UAE,38,8,27,1,0.546,1
187698,healthcare,upi,UK,India,9,9,6157,1,0.087,1
141621,electronics,wallet,USA,Germany,3,9,12842,1,0.443,1
50390,gaming,debit_card,UK,Germany,16,5,9125,0,0.258,0
388932,electronics,credit_card,India,UK,25,8,6589,1,0.937,1
348905,healthcare,upi,India,USA,24,3,14560,1,0.013,1
335198,travel,wallet,UK,Russia,47,4,14357,0,0.391,1
284990,fuel,credit_card,Nigeria,Russia,29,1,11651,0,0.782,1
68090,travel,wallet,Nigeria,Russia,44,2,5768,1,0.188,1
58910,grocery,debit_card,USA,Nigeria,40,0,13638,1,0.816,1
118462,luxury,debit_card,Singapore,India,26,3,14045,1,0.86,1
476613,fuel,credit_card,USA,USA,38,1,467,0,0.708,0
146395,travel,wallet,Singapore,Singapore,35,1,7690,1,0.209,0
465553,crypto,upi,UK,UK,23,0,13537,1,0.272,1
133769,crypto,upi,Singapore,USA,4,9,2701,0,0.167,0
196849,electronics,credit_card,Russia,USA,42,1,9691,0,0.184,0
264903,fuel,credit_card,UAE,Germany,14,3,8810,0,0.036,0
86616,electronics,credit_card,Germany,USA,47,5,3778,0,0.857,1
74667,luxury,wallet,UAE,India,39,6,12746,1,0.529,1
277281,luxury,upi,India,UK,7,6,2688,0,0.328,0
126598,grocery,upi,Russia,India,8,6,5333,0,0.29,0
177910,healthcare,upi,UAE,UK,42,3,6807,0,0.545,0
497281,healthcare,credit_card,UK,UK,19,4,5057,1,0.327,1
464994,gaming,upi,Singapore,Germany,2,2,9697,0,0.864,1
12209,electronics,debit_card,Singapore,India,47,0,12160,1,0.211,1
284254,luxury,credit_card,USA,UK,1,7,180,0,0.882,1
271031,healthcare,upi,USA,USA,42,9,7997,1,0.664,1
239572,electronics,wallet,Nigeria,India,38,6,10778,1,0.957,1
139644,luxury,credit_card,Singapore,UK,13,8,14863,1,0.015,1
246283,travel,debit_card,Nigeria,Nigeria,42,9,10262,0,0.059,1
154555,electronics,debit_card,UK,Russia,44,3,5465,1,0.501,1
323953,travel,wallet,Singapore,India,24,4,6721,0,0.912,1
463101,electronics,wallet,USA,Germany,32,4,13051,0,0.731,1
244425,gaming,credit_card,UAE,Nigeria,30,6,922,1,0.622,1
34618,grocery,credit_card,Nigeria,Nigeria,6,8,3093,0,0.032,0
54009,crypto,debit_card,Nigeria,UAE,38,7,13033,1,0.354,1
280595,healthcare,wallet,India,India,33,6,5528,0,0.346,1
200796,crypto,credit_card,USA,Nigeria,44,0,9703,1,0.542,1
446646,crypto,debit_card,UK,India,23,9,11792,0,0.258,1
15382,travel,wallet,Nigeria,India,10,5,13728,1,0.267,1
478182,fuel,debit_card,UAE,UK,46,9,13584,0,0.621,1
239117,luxury,upi,UAE,India,15,8,11469,0,0.945,1
415094,crypto,wallet,UAE,UAE,23,6,7466,1,0.66,1
417580,gaming,credit_card,Russia,Singapore,36,0,2720,0,0.668,0
452991,crypto,credit_card,Russia,India,1,8,8114,0,0.986,1
267319,electronics,upi,Germany,Russia,8,2,12925,1,0.153,1
469264,travel,wallet,UAE,UAE,3,8,9216,1,0.034,1
179626,fuel,debit_card,Nigeria,Singapore,14,3,152,1,0.746,0
28465,electronics,credit_card,UK,UK,17,8,8205,1,0.439,0
466082,fuel,upi,Singapore,India,34,7,8907,1,0.429,1
441516,electronics,upi,UK,Singapore,47,6,11343,0,0.225,1
273246,electronics,wallet,Russia,Russia,6,3,3626,1,0.507,0
276191,healthcare,wallet,USA,UAE,5,8,8441,0,0.442,1
210394,grocery,credit_card,Nigeria,UAE,46,3,1145,0,0.345,0
357084,grocery,upi,Germany,UK,41,0,4483,0,0.443,0
116319,luxury,debit_card,Russia,UK,40,5,4535,0,0.384,0
340854,travel,upi,Singapore,UK,29,3,11536,0,0.94,1
314386,gaming,debit_card,India,Singapore,35,9,14636,1,0.98,1
56407,gaming,debit_card,Germany,India,18,2,721,1,0.84,0
135665,gaming,credit_card,Russia,USA,40,4,4569,1,0.99,1
255195,healthcare,upi,UK,Nigeria,48,2,3230,1,0.266,1
312329,electronics,debit_card,Germany,UAE,30,8,1007,1,0.843,1
34328,grocery,wallet,Nigeria,USA,15,5,4729,1,0.407,0
210848,travel,debit_card,UK,Germany,15,2,11491,0,0.746,1
445191,electronics,wallet,UAE,UAE,16,4,10661,1,0.201,1
424971,fuel,wallet,UAE,Nigeria,33,7,7100,1,0.812,1
43572,grocery,upi,UAE,UK,10,7,7117,1,0.083,1
311681,grocery,wallet,Germany,Nigeria,19,5,12312,1,0.271,1
442732,crypto,debit_card,India,India,37,4,3814,1,0.822,1
321955,crypto,wallet,Singapore,India,3,4,538,0,0.747,1
137988,healthcare,upi,Nigeria,UAE,36,0,11017,0,0.501,0
77275,travel,credit_card,Germany,Singapore,4,1,2686,0,0.673,0
64407,fuel,debit_card,USA,Germany,11,3,1981,1,0.186,0
308977,travel,debit_card,Nigeria,Nigeria,41,5,5907,1,0.668,1
390446,travel,upi,UK,UK,33,6,540,1,0.008,1
95128,healthcare,upi,UK,India,28,0,7047,0,0.833,1
142412,healthcare,upi,Germany,Germany,32,7,12077,0,0.516,0
491550,electronics,upi,Germany,Germany,16,0,12246,1,0.944,1
92593,luxury,debit_card,Singapore,India,9,8,11392,1,0.478,1
125249,healthcare,credit_card,India,Russia,11,3,7262,0,0.433,0
229516,travel,wallet,Germany,Nigeria,6,6,14015,0,0.45,1
202535,crypto,wallet,UAE,Germany,49,5,12709,0,0.36,1
163934,luxury,credit_card,Singapore,India,27,8,8676,1,0.167,1
270503,electronics,credit_card,USA,Russia,12,1,9221,0,0.842,1
181311,luxury,credit_card,UAE,India,22,6,6301,1,0.389,1
391019,gaming,upi,USA,India,40,4,52,1,0.529,1
277093,fuel,debit_card,Russia,Germany,48,6,8435,1,0.02,1
344012,luxury,debit_card,USA,Singapore,37,0,1687,0,0.06,0
368352,travel,debit_card,UAE,Singapore,21,9,2822,0,0.597,1
351953,electronics,upi,Russia,UK,33,8,6564,0,0.879,1
317113,fuel,debit_card,UAE,Nigeria,17,0,8121,0,0.493,0
389132,travel,upi,UK,India,29,4,8097,1,0.165,1
63195,fuel,debit_card,UAE,Nigeria,40,7,10033,1,0.116,1
117986,crypto,credit_card,Russia,UK,10,0,8617,1,0.9,1
333154,gaming,wallet,USA,UK,18,6,10320,1,0.702,1
480026,crypto,wallet,UK,UK,47,1,8887,0,0.966,1
285811,travel,upi,India,UK,13,6,8546,1,0.082,1
35392,travel,debit_card,India,UAE,27,6,3691,0,0.903,1
74913,travel,wallet,Nigeria,Germany,10,8,1690,1,0.846,1
97236,grocery,credit_card,India,Germany,32,5,8485,0,0.893,1
51731,gaming,credit_card,India,UAE,41,3,717,1,0.006,0
9985,fuel,credit_card,Singapore,India,45,6,7284,1,0.742,1
452975,healthcare,upi,India,UAE,3,6,12817,0,0.549,1
185478,travel,upi,Russia,India,22,3,4576,1,0.573,0
328558,travel,debit_card,Germany,Singapore,27,1,4573,0,0.469,0
327331,fuel,credit_card,India,Germany,3,8,12313,1,0.743,1
422481,healthcare,debit_card,UAE,USA,33,7,10671,0,1.0,1
452245,crypto,debit_card,Germany,Russia,2,4,10557,0,0.711,1
460344,crypto,credit_card,India,Germany,11,4,638,0,0.678,0
358242,travel,debit_card,Germany,UAE,46,0,7980,0,0.654,1
49912,electronics,wallet,USA,UAE,10,8,10598,1,0.695,1
181672,grocery,upi,Russia,Singapore,39,9,9492,0,0.342,1
472467,crypto,debit_card,Russia,UAE,33,7,3949,0,0.32,1
320887,electronics,credit_card,Nigeria,India,7,4,8882,0,0.784,1
45000,grocery,upi,Germany,India,15,9,12632,0,0.053,0
436262,travel,upi,Nigeria,USA,26,5,5551,1,0.759,1
401167,gaming,debit_card,UK,USA,11,9,10799,0,0.814,1
278532,luxury,wallet,Singapore,Germany,38,9,8904,1,0.522,1
72792,luxury,debit_card,UAE,USA,27,7,10803,1,0.91,1
460896,travel,wallet,Germany,India,39,5,8631,0,0.473,1
400684,crypto,upi,Russia,Nigeria,7,9,11726,0,0.178,1
347680,electronics,debit_card,Nigeria,UK,1,3,12071,0,0.361,0
227308,gaming,credit_card,USA,UK,10,2,3342,0,0.906,0
46503,fuel,debit_card,India,USA,21,6,5551,1,0.994,1
91270,grocery,wallet,Russia,USA,15,1,11285,1,0.422,0
271412,travel,wallet,USA,India,30,6,4239,0,0.167,1
479813,gaming,debit_card,India,Singapore,30,0,1784,0,0.286,0
312123,healthcare,wallet,Singapore,Germany,8,9,9060,1,0.553,1
59971,gaming,upi,Russia,UAE,24,4,14689,1,0.572,1
482704,crypto,debit_card,Nigeria,Germany,19,8,1489,0,0.63,0
491962,healthcare,wallet,Russia,Russia,3,0,7161,0,0.835,0
32274,grocery,debit_card,Germany,UK,15,7,468,0,0.711,0
230923,healthcare,debit_card,Germany,Nigeria,36,8,5584,0,0.261,1
223663,gaming,credit_card,USA,UK,6,8,13165,0,0.395,1
137753,crypto,debit_card,Nigeria,India,42,7,12114,0,0.84,1
110255,healthcare,credit_card,UK,Germany,48,3,1418,1,0.633,0
334097,electronics,wallet,Germany,Nigeria,18,6,13207,1,0.166,1
326290,crypto,credit_card,UAE,India,38,0,5906,1,0.326,1
311922,electronics,credit_card,Singapore,Russia,19,6,1777,1,0.791,1
288893,electronics,credit_card,UAE,Nigeria,49,5,1082,0,0.172,1
127895,healthcare,upi,Russia,Germany,30,4,13438,0,0.691,1
88768,healthcare,credit_card,UAE,Nigeria,13,0,13129,1,0.564,0
213497,fuel,debit_card,India,Russia,39,7,2926,0,0.147,1
145739,fuel,credit_card,Singapore,USA,12,9,4085,0,0.689,0
473720,gaming,debit_card,UAE,Germany,34,0,12254,0,0.142,1
352150,crypto,credit_card,India,Russia,12,0,7629,1,0.398,1
239241,fuel,upi,USA,UAE,44,2,6196,1,0.309,1
96119,electronics,wallet,UAE,UAE,24,7,1012,1,0.69,0
455260,fuel,credit_card,Singapore,UK,4,7,7903,1,0.782,1
340246,grocery,credit_card,India,UAE,36,6,814,1,0.168,1
28903,gaming,upi,UAE,Germany,48,4,12139,1,0.812,1
149402,crypto,credit_card,USA,UAE,14,7,10509,1,0.007,1
149034,crypto,debit_card,UAE,UAE,17,1,10336,0,0.53,0
436671,luxury,credit_card,India,Nigeria,49,7,273,1,0.517,1
424575,crypto,credit_card,UAE,USA,3,1,3645,0,0.624,0
230247,gaming,wallet,Singapore,UK,38,9,1717,0,0.24,1
480761,grocery,wallet,Russia,India,23,4,6277,1,0.01,1
30895,crypto,credit_card,Nigeria,UK,13,3,11168,0,0.455,0
271014,luxury,upi,Nigeria,UK,9,0,6233,0,0.071,0
11193,gaming,wallet,India,UK,21,4,6829,1,0.892,1
439887,electronics,credit_card,India,Russia,41,6,12293,0,0.174,1
393509,travel,wallet,India,India,8,0,357,1,0.425,0
362555,travel,credit_card,India,Russia,17,1,13655,0,0.434,0
279813,electronics,wallet,UAE,USA,16,8,204,0,0.553,0
273434,fuel,wallet,Singapore,USA,16,4,3746,0,0.783,1
325068,crypto,debit_card,Nigeria,Singapore,28,6,1597,0,0.472,1
173924,healthcare,credit_card,USA,Singapore,16,1,6615,1,0.026,0
163499,travel,credit_card,Nigeria,Nigeria,46,6,14800,1,0.771,1
304314,fuel,credit_card,Singapore,USA,46,6,497,1,0.082,1
479241,travel,credit_card,India,USA,14,6,12990,0,0.642,1
40297,electronics,wallet,UK,Russia,46,4,13125,0,0.803,1
2361,crypto,debit_card,UAE,Nigeria,44,8,63,0,0.283,0
487221,crypto,debit_card,UK,USA,38,1,1580,0,0.449,0
157684,fuel,upi,UAE,Germany,20,3,12527,1,0.014,0
400032,electronics,credit_card,India,India,45,1,8732,0,0.804,1
349039,fuel,upi,UAE,Russia,48,7,4294,1,0.703,1
291177,crypto,wallet,India,USA,41,0,4877,0,0.231,0
135550,healthcare,upi,Singapore,Russia,34,8,7851,0,0.39,1
40683,crypto,credit_card,Germany,Russia,29,4,4126,1,0.695,1
374326,gaming,debit_card,Russia,UAE,3,2,2714,1,0.358,0
347615,healthcare,debit_card,UAE,Nigeria,10,3,5329,1,0.162,1
160205,fuel,credit_card,India,Singapore,20,0,13375,1,0.519,0
417316,gaming,wallet,UK,Nigeria,2,2,9273,0,0.724,1
111132,electronics,credit_card,India,Russia,27,7,10048,1,0.321,1
207040,grocery,wallet,UK,Nigeria,32,1,7888,1,0.122,1
304848,travel,debit_card,Nigeria,UK,10,1,11697,0,0.83,1
461652,gaming,wallet,UAE,Germany,40,8,3380,0,0.253,1
357318,travel,credit_card,USA,Germany,17,4,1599,0,0.513,0
226827,luxury,credit_card,UK,Russia,33,4,7634,0,0.691,1
73969,electronics,credit_card,India,UK,6,0,9821,1,0.317,0
267654,grocery,wallet,UAE,Germany,39,5,3179,1,0.649,1
345619,luxury,wallet,India,UAE,47,7,8045,0,0.46,1
187216,luxury,wallet,USA,USA,18,5,10840,1,0.57,0
194487,crypto,debit_card,Russia,Russia,9,6,5114,1,0.591,0
358299,luxury,upi,Germany,UAE,8,3,3373,0,0.824,0
202516,electronics,upi,Germany,Nigeria,25,1,6764,1,0.656,1
400112,gaming,credit_card,USA,India,31,0,1070,1,0.264,1
86816,electronics,debit_card,Singapore,Nigeria,42,5,14413,0,0.06,1
54345,gaming,wallet,UAE,UAE,4,8,2777,1,0.002,0
43156,luxury,credit_card,USA,Singapore,20,9,1193,1,0.904,1
411025,luxury,debit_card,Russia,Singapore,28,4,814,0,0.942,1
250836,healthcare,credit_card,India,USA,40,1,1153,1,0.094,1
320801,grocery,debit_card,UAE,Nigeria,1,0,5833,0,0.487,0
279787,gaming,debit_card,Nigeria,UK,40,2,10948,0,0.152,1
430734,luxury,upi,UK,USA,44,3,1884,0,0.949,1
225783,crypto,credit_card,USA,Germany,23,6,268,0,0.247,1
496607,healthcare,wallet,Nigeria,UK,47,8,3672,0,0.502,1
496317,travel,upi,Nigeria,UK,13,7,2813,0,0.166,0
358282,healthcare,upi,Russia,UK,16,8,14062,1,0.333,1
410040,grocery,wallet,Nigeria,UK,26,6,12873,0,0.267,1
266072,electronics,debit_card,USA,Singapore,31,9,6563,1,0.475,1
116756,grocery,wallet,Singapore,Nigeria,1,7,7014,0,0.42,0
17187,travel,credit_card,Germany,Germany,17,7,14179,0,0.331,0
405921,healthcare,wallet,Germany,Singapore,16,0,13473,0,0.106,0
293581,gaming,debit_card,UAE,Russia,37,8,5178,1,0.484,1
136654,electronics,wallet,India,Germany,10,1,4086,1,0.85,0
327577,electronics,debit_card,Russia,Singapore,38,6,384,0,0.73,1
485857,gaming,debit_card,USA,USA,44,9,12149,1,0.721,1
481612,fuel,credit_card,UAE,Singapore,31,9,2851,0,0.366,1
182124,fuel,wallet,USA,Germany,10,4,14846,0,0.708,1
136635,grocery,wallet,UAE,Germany,49,3,12718,1,0.466,1
243336,luxury,credit_card,Germany,USA,34,0,11604,0,0.15,1
70548,fuel,debit_card,Nigeria,India,6,0,6722,0,0.419,0
4748,grocery,wallet,Singapore,Nigeria,28,2,7084,1,0.133,1
392820,fuel,credit_card,USA,Germany,28,0,1050,0,0.114,0
295867,travel,debit_card,Singapore,Singapore,13,7,1834,0,0.023,0
452472,crypto,credit_card,UK,USA,41,2,14925,1,0.283,1
35734,luxury,wallet,UK,UK,12,9,8990,1,0.331,0
437918,grocery,credit_card,Nigeria,Nigeria,40,1,4468,0,0.699,0
376842,crypto,upi,Germany,Germany,2,5,2976,0,0.538,0
311578,crypto,debit_card,Russia,Nigeria,8,3,5156,1,0.858,1
330892,healthcare,upi,Singapore,Nigeria,42,3,7699,1,0.176,1
22154,fuel,upi,UAE,UAE,9,1,14102,0,0.266,0
70128,healthcare,debit_card,Russia,Nigeria,8,1,8001,1,0.941,1
22307,gaming,debit_card,USA,UK,3,5,14137,1,0.444,1
473966,travel,credit_card,USA,Russia,9,4,1291,1,0.789,1
230993,travel,debit_card,UAE,Nigeria,13,8,7962,0,0.492,1
81654,travel,upi,India,Germany,9,3,7600,0,0.471,0
152558,luxury,upi,Nigeria,USA,31,4,7187,0,0.148,1
83376,electronics,wallet,India,UK,25,0,7507,0,0.851,1
452834,luxury,debit_card,Nigeria,Singapore,44,1,2188,0,0.078,0
315025,grocery,upi,USA,Singapore,45,2,8259,1,0.31,1
183952,crypto,wallet,Nigeria,Germany,8,4,13303,1,0.673,1
192612,crypto,wallet,Germany,India,47,4,13842,1,0.507,1
437515,healthcare,credit_card,Germany,UAE,31,3,9585,0,0.881,1
323279,electronics,upi,UAE,Germany,45,9,14597,0,0.039,1
8310,grocery,credit_card,India,USA,45,2,7792,1,0.649,1
44463,electronics,upi,Singapore,UK,31,8,12184,1,0.477,1
242347,crypto,credit_card,USA,UAE,17,0,11214,1,0.154,1
78379,fuel,credit_card,UK,India,47,5,6771,1,0.743,1
191520,luxury,debit_card,Singapore,Germany,19,6,9894,0,0.411,0
186456,travel,credit_card,UAE,Russia,3,9,8771,0,0.532,0
203296,crypto,debit_card,UK,UAE,46,3,7935,1,0.967,1
200019,gaming,wallet,Singapore,India,30,9,1606,0,0.486,1
415748,travel,upi,India,Germany,10,2,12236,0,0.823,1
257424,crypto,wallet,Nigeria,Nigeria,49,7,7988,0,0.77,1
195261,luxury,upi,Germany,Germany,29,8,7166,0,0.663,0
448714,electronics,wallet,India,USA,40,0,13515,1,0.897,1
230463,fuel,upi,UK,Germany,18,9,14975,1,0.252,1
134493,fuel,credit_card,Nigeria,Russia,12,8,6055,0,0.821,1
343592,travel,upi,Nigeria,Germany,49,6,10171,1,0.378,1
430699,luxury,upi,Nigeria,Singapore,23,0,4506,0,0.812,1
376060,fuel,wallet,Russia,India,11,6,11073,1,0.494,1
209854,fuel,wallet,Germany,Nigeria,9,4,7248,1,0.858,1
123153,grocery,wallet,USA,Singapore,24,9,5808,1,0.895,1
472506,gaming,debit_card,UK,Germany,25,6,6257,1,0.598,1
184065,travel,debit_card,UAE,Russia,25,8,10863,1,0.508,1
166992,electronics,upi,USA,India,47,7,11909,1,0.783,1
328506,fuel,upi,Singapore,India,9,5,8052,1,0.267,1
134932,grocery,credit_card,Germany,Germany,12,1,13128,0,0.015,0
153362,luxury,credit_card,UAE,Russia,11,7,4285,1,0.407,0
67511,fuel,upi,UAE,USA,49,3,12565,0,0.508,0
285621,healthcare,debit_card,India,Nigeria,38,7,14049,1,0.297,1
440053,gaming,upi,Singapore,India,28,6,14439,1,0.383,1
462885,electronics,credit_card,India,Nigeria,8,3,2155,1,0.133,0
38311,luxury,debit_card,India,Russia,10,7,7743,0,0.277,0
214081,luxury,debit_card,Nigeria,UAE,25,1,14228,0,0.24,1
265988,travel,credit_card,Germany,Singapore,47,8,14266,0,0.301,1
256738,fuel,upi,Russia,India,36,5,2805,0,0.299,1
287239,travel,wallet,India,UAE,43,6,2221,0,0.559,1
148149,electronics,upi,USA,India,9,9,12182,1,0.251,1
229110,healthcare,upi,UAE,USA,41,0,9191,0,0.941,1
34642,fuel,credit_card,Germany,Germany,8,2,722,0,0.511,0
10751,crypto,debit_card,India,Russia,3,9,9407,0,0.129,0
99339,fuel,credit_card,UK,India,18,4,9886,1,0.28,1
341175,healthcare,upi,USA,Russia,46,6,6975,1,0.73,1
226516,crypto,wallet,Singapore,UK,35,0,14561,1,0.014,1
364356,luxury,wallet,UAE,India,17,8,5804,0,0.938,1
278959,travel,wallet,Germany,USA,36,4,3395,1,0.445,1
437725,gaming,credit_card,UK,USA,28,2,4026,0,0.521,0
155478,fuel,debit_card,Germany,Germany,15,6,11772,1,0.988,1
150258,gaming,credit_card,Germany,Germany,19,9,8129,1,0.503,0
407692,fuel,wallet,UK,UAE,22,7,14470,1,0.948,1
323594,luxury,upi,Singapore,USA,6,9,5157,1,0.915,1
333669,travel,debit_card,UK,Russia,47,9,14429,1,0.941,1
496674,electronics,credit_card,USA,UK,7,2,14411,0,0.812,1
429952,electronics,credit_card,Nigeria,Nigeria,44,6,10996,0,0.296,1
348364,electronics,debit_card,Germany,USA,48,6,10423,1,0.346,1
377133,fuel,debit_card,Singapore,India,9,3,4813,0,0.365,0
444965,fuel,upi,Germany,Nigeria,20,9,8651,1,0.979,1
427926,gaming,debit_card,UK,Nigeria,37,8,9894,1,0.361,1
141230,travel,upi,Singapore,USA,11,0,8819,1,0.109,0
256048,healthcare,wallet,Singapore,UK,2,0,2457,1,0.778,1
336881,fuel,wallet,India,Russia,22,4,207,1,0.366,1
471349,travel,credit_card,India,India,48,2,11509,1,0.621,1
332438,gaming,wallet,Nigeria,UAE,36,9,1357,1,0.924,1
339161,fuel,wallet,India,UAE,5,8,12961,0,0.576,1
64300,electronics,upi,UK,UAE,7,4,11789,0,0.638,0
105948,electronics,credit_card,UAE,Germany,6,6,7462,1,0.643,1
106122,luxury,debit_card,USA,India,22,0,7157,0,0.612,0
177791,crypto,credit_card,UK,Nigeria,10,1,14266,1,0.16,0
410470,grocery,wallet,Germany,UAE,46,3,8152,0,0.456,1
412855,healthcare,debit_card,India,Germany,40,8,10132,0,0.008,1
256553,crypto,credit_card,Singapore,USA,46,4,10988,1,0.626,1
322302,fuel,credit_card,UK,Nigeria,46,4,12561,1,0.575,1
62168,travel,credit_card,Singapore,India,20,8,6523,0,0.318,0
470629,fuel,credit_card,Nigeria,India,28,7,2674,1,0.524,1
362176,travel,upi,Germany,India,23,1,1050,0,0.493,0
161545,travel,credit_card,Singapore,Singapore,35,6,6824,1,0.251,1
164326,crypto,wallet,Singapore,Germany,1,0,2592,0,0.293,0
137203,grocery,wallet,Nigeria,Nigeria,29,9,6877,0,0.763,1
224705,luxury,upi,Russia,Russia,9,8,11982,0,0.756,1
203147,crypto,debit_card,UAE,Singapore,9,2,4005,1,0.47,0
285029,grocery,debit_card,USA,Singapore,22,1,5974,0,0.718,1
472244,electronics,wallet,USA,Singapore,2,3,8283,1,0.451,1
249868,electronics,wallet,India,Russia,16,3,8668,1,0.851,1
159841,travel,upi,Russia,Singapore,40,2,8057,1,0.333,1
94575,gaming,debit_card,UK,UAE,6,1,2047,1,0.927,0
2382,fuel,debit_card,Nigeria,India,13,4,13014,1,0.542,1
165796,fuel,credit_card,UK,Nigeria,33,3,5308,0,0.536,0
179610,travel,credit_card,USA,Nigeria,19,4,7737,1,0.671,1
221072,gaming,credit_card,UAE,India,15,7,3691,1,0.341,1
329778,healthcare,upi,Singapore,Germany,33,1,12218,0,0.724,1
162877,grocery,wallet,Germany,USA,10,8,3267,0,0.32,0
431560,healthcare,upi,India,UK,1,9,4630,1,0.398,1
337208,healthcare,debit_card,UAE,UAE,12,0,2746,1,0.675,0
168609,electronics,wallet,USA,Russia,43,7,7024,1,0.378,1
209044,healthcare,credit_card,Russia,UK,29,4,8277,0,0.2,1
468194,fuel,upi,India,India,17,1,2640,1,0.872,0
119106,crypto,upi,Nigeria,Singapore,4,7,4937,1,0.922,1
236540,gaming,credit_card,USA,Nigeria,29,4,77,0,0.627,1
204154,grocery,upi,UK,Germany,7,9,6474,0,0.811,1
312827,electronics,credit_card,India,Germany,44,9,10623,0,0.987,1
300636,healthcare,debit_card,Nigeria,USA,13,2,3505,1,0.615,0
7561,crypto,wallet,USA,USA,5,6,2425,1,0.909,0
100223,gaming,debit_card,UK,India,6,3,6485,1,0.359,0
272760,travel,debit_card,Germany,UAE,34,9,5297,0,0.7,1
472601,travel,credit_card,UK,Germany,7,5,6568,0,0.056,1
148686,travel,upi,Singapore,UK,46,9,6087,1,0.789,1
383495,fuel,debit_card,Nigeria,USA,28,7,2222,0,0.83,1
494278,grocery,debit_card,Nigeria,Nigeria,46,0,406,0,0.401,0
429584,travel,debit_card,Russia,Nigeria,10,1,2130,0,0.639,0
483802,fuel,upi,Nigeria,India,4,7,12309,0,0.858,1
231596,luxury,upi,Singapore,UAE,3,6,6835,1,0.884,1
167960,fuel,credit_card,USA,India,25,9,398,1,0.107,1
206921,electronics,debit_card,Germany,India,23,8,14666,0,0.827,1
192221,fuel,wallet,UAE,UAE,27,1,14561,0,0.274,0
324737,grocery,upi,Germany,UAE,14,7,9993,0,0.727,1
36127,crypto,credit_card,Germany,UAE,38,5,3474,0,0.325,0
355791,healthcare,debit_card,Nigeria,Nigeria,32,0,10001,0,0.056,0
174021,fuel,wallet,Germany,Nigeria,23,3,4990,1,0.21,0
362371,travel,upi,Nigeria,India,47,1,3927,0,0.409,0
149030,electronics,wallet,Singapore,USA,40,6,1945,1,0.741,1
215334,gaming,upi,UAE,Russia,37,8,8630,1,0.101,1
79103,travel,credit_card,UK,Russia,3,5,5392,0,0.813,1
183567,electronics,wallet,Nigeria,India,35,3,5400,1,0.997,1
39858,luxury,debit_card,USA,India,13,4,223,0,0.788,0
316556,healthcare,debit_card,Russia,USA,34,0,1611,0,0.474,0
330914,gaming,upi,UAE,UAE,24,3,7831,0,0.568,0
82379,luxury,debit_card,USA,India,1,9,10153,1,0.006,1
15534,crypto,wallet,Nigeria,Germany,12,2,4605,1,0.209,0
195219,electronics,credit_card,UAE,Nigeria,8,8,4001,1,0.899,1
441091,luxury,upi,Nigeria,Singapore,19,5,2665,0,0.022,0
338013,healthcare,wallet,Singapore,UAE,9,3,1066,1,0.905,1
245854,healthcare,upi,USA,Germany,28,2,13488,1,0.113,1
328921,crypto,credit_card,Singapore,Nigeria,14,3,5365,1,0.133,1
83655,healthcare,upi,India,India,27,7,9469,0,0.175,0
128479,electronics,debit_card,USA,Singapore,18,4,5394,1,0.799,1
217092,electronics,debit_card,UAE,Germany,42,0,7103,0,0.478,1
239611,healthcare,upi,India,UK,41,4,7502,1,0.145,1
176906,luxury,credit_card,Singapore,USA,6,7,604,1,0.687,0
363909,electronics,credit_card,Singapore,Nigeria,33,3,5131,1,0.941,1
481819,travel,debit_card,UAE,Singapore,37,1,6296,0,0.572,1
433919,healthcare,credit_card,India,India,42,2,8381,0,0.099,0
470024,electronics,upi,Germany,Russia,25,8,7104,1,0.055,1
475242,grocery,wallet,UK,Germany,13,6,8868,1,0.796,1
68903,crypto,upi,Russia,India,23,2,638,0,0.626,0
432648,healthcare,debit_card,UAE,Russia,36,4,14547,0,0.923,1
353947,electronics,debit_card,Singapore,USA,33,2,10189,1,0.547,1
283556,grocery,debit_card,USA,USA,21,9,1845,1,0.062,1
224548,electronics,credit_card,India,UAE,34,3,14675,0,0.404,1
477842,electronics,upi,Nigeria,Germany,36,7,47,1,0.658,1
175351,luxury,wallet,UK,UAE,17,2,820,0,0.385,0
202614,travel,upi,Russia,Russia,10,2,3808,1,1.0,0
245504,healthcare,wallet,USA,Russia,23,7,3023,1,0.405,1
118061,crypto,upi,India,USA,44,9,1081,1,0.546,1
302623,healthcare,debit_card,UK,Singapore,2,9,3147,1,0.225,1
17397,travel,wallet,UAE,Russia,35,6,1278,0,0.152,0
264255,gaming,upi,Nigeria,Russia,14,6,11927,1,0.645,1
